START,END,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-07-09,2020-07-22,GOUVERNEUR,1,0,0,1,0,0
2020-07-09,2020-07-22,GOWANDA,2,0,58,-56,0,0
2020-07-09,2020-07-22,GREAT MEADOW,-1,-1,18,-18,0,0
2020-07-09,2020-07-22,GREEN HAVEN,224,16,209,-1,0,0
2020-07-09,2020-07-22,GREENE,0,0,1,-1,0,0
2020-07-09,2020-07-22,GROVELAND,15,0,74,-59,0,0
2020-07-09,2020-07-22,HALE CREEK,10,0,20,-10,0,0
2020-07-09,2020-07-22,HUDSON,3,0,5,-2,0,0
2020-07-09,2020-07-22,LAKEVIEW,0,0,0,0,0,0
2020-07-09,2020-07-22,MARCY,3,0,22,-19,0,0
2020-07-09,2020-07-22,MIDSTATE,13,1,48,-36,0,0
2020-07-09,2020-07-22,MOHAWK,3,1,4,-2,0,1
2020-07-09,2020-07-22,MORIAH,0,0,0,0,0,0
2020-07-09,2020-07-22,OGDENSBURG,5,0,1,4,0,0
2020-07-09,2020-07-22,ORLEANS,5,0,3,2,0,0
2020-07-09,2020-07-22,OTISVILLE,100,6,92,2,0,0
2020-07-09,2020-07-22,QUEENSBORO,1,0,1,0,0,1
2020-07-09,2020-07-22,RIVERVIEW,2,0,3,-1,0,0
2020-07-09,2020-07-22,ROCHESTER,0,0,0,0,0,0
2020-07-09,2020-07-22,SHAWANGUNK,31,5,26,0,0,13
2020-07-09,2020-07-22,SING SING,194,0,193,1,0,0
2020-07-09,2020-07-22,SOUTHPORT,6,0,2,4,0,0
2020-07-09,2020-07-22,SULLIVAN,36,2,35,-1,0,0
2020-07-09,2020-07-22,TACONIC,0,0,24,-24,0,0
2020-07-09,2020-07-22,ULSTER,-3,0,11,-14,0,5
2020-07-09,2020-07-22,UPSTATE,0,0,0,0,0,0
2020-07-09,2020-07-22,WALLKILL,21,4,14,3,0,4
2020-07-09,2020-07-22,WASHINGTON,1,0,38,-37,0,0
2020-07-09,2020-07-22,WATERTOWN,0,0,1,-1,0,0
2020-07-09,2020-07-22,WENDE,15,2,60,-47,0,0
2020-07-09,2020-07-22,WILLARD,0,0,0,0,0,0
2020-07-09,2020-07-22,WOODBOURNE,-29,0,63,-92,0,0
2020-07-09,2020-07-22,WYOMING,1,0,74,-73,0,0
2020-07-08,2020-07-09,DOCCS,449,2,254,193,0,0
2020-07-08,2020-07-09,ADIRONDACK,0,0,0,0,0,0
2020-07-08,2020-07-09,ALBION,0,0,0,0,0,0
2020-07-08,2020-07-09,ALTONA,0,0,0,0,0,0
2020-07-08,2020-07-09,ATTICA,97,0,18,79,0,0
2020-07-08,2020-07-09,AUBURN,28,0,1,27,0,0
2020-07-08,2020-07-09,BARE HILL,0,0,4,-4,0,0
2020-07-08,2020-07-09,BEDFORD HILL,0,0,0,0,0,0
2020-07-08,2020-07-09,CAPE VINCENT,0,0,0,0,0,0
2020-07-08,2020-07-09,CAYUGA,51,0,0,51,0,0
2020-07-08,2020-07-09,CLINTON,55,0,1,54,0,0
2020-07-08,2020-07-09,COLLINS,17,0,17,0,0,0
2020-07-08,2020-07-09,COXSACKIE,0,0,10,-10,0,0
2020-07-08,2020-07-09,DOWNSTATE,0,0,0,0,0,0
2020-07-08,2020-07-09,EASTERN,0,0,0,0,0,0
2020-07-08,2020-07-09,EDGECOMBE,0,0,2,-2,0,0
2020-07-08,2020-07-09,ELMIRA,32,0,0,32,0,0
2020-07-08,2020-07-09,FISHKILL,4,1,7,-4,0,0
2020-07-08,2020-07-09,FIVE POINTS,25,0,0,25,0,0
2020-07-08,2020-07-09,FRANKLIN,-2,0,0,-2,0,0
2020-07-08,2020-07-09,GOUVERNEUR,0,0,0,0,0,0
2020-07-08,2020-07-09,GOWANDA,28,0,25,3,0,0
2020-07-08,2020-07-09,GREAT MEADOW,1,0,17,-16,0,0
2020-07-08,2020-07-09,GREEN HAVEN,0,0,0,0,0,0
2020-07-08,2020-07-09,GREENE,0,0,27,-27,0,0
2020-07-08,2020-07-09,GROVELAND,18,0,0,18,0,0
2020-07-08,2020-07-09,HALE CREEK,0,0,0,0,0,0
2020-07-08,2020-07-09,HUDSON,-1,0,2,-3,0,0
2020-07-08,2020-07-09,LAKEVIEW,0,0,0,0,0,0
2020-07-08,2020-07-09,MARCY,17,0,44,-27,0,0
2020-07-08,2020-07-09,MIDSTATE,18,0,32,-14,0,0
2020-07-08,2020-07-09,MOHAWK,0,0,1,-1,0,0
2020-07-08,2020-07-09,MORIAH,0,0,0,0,0,0
2020-07-08,2020-07-09,OGDENSBURG,0,0,0,0,0,0
2020-07-08,2020-07-09,ORLEANS,0,0,0,0,0,0
2020-07-08,2020-07-09,OTISVILLE,0,0,1,-1,0,0
2020-07-08,2020-07-09,QUEENSBORO,0,0,0,0,0,0
2020-07-08,2020-07-09,RIVERVIEW,0,0,1,-1,0,0
2020-07-08,2020-07-09,ROCHESTER,0,0,0,0,0,0
2020-07-08,2020-07-09,SHAWANGUNK,0,1,7,-8,0,0
2020-07-08,2020-07-09,SING SING,0,0,0,0,0,0
2020-07-08,2020-07-09,SOUTHPORT,0,0,0,0,0,0
2020-07-08,2020-07-09,SULLIVAN,0,0,-1,1,0,0
2020-07-08,2020-07-09,TACONIC,24,0,0,24,0,0
2020-07-08,2020-07-09,ULSTER,0,0,2,-2,0,0
2020-07-08,2020-07-09,UPSTATE,0,0,11,-11,0,0
2020-07-08,2020-07-09,WALLKILL,0,0,0,0,0,0
2020-07-08,2020-07-09,WASHINGTON,19,0,13,6,0,0
2020-07-08,2020-07-09,WATERTOWN,0,0,4,-4,0,0
2020-07-08,2020-07-09,WENDE,0,0,0,0,0,0
2020-07-08,2020-07-09,WILLARD,0,0,0,0,0,0
2020-07-08,2020-07-09,WOODBOURNE,0,0,0,0,0,0
2020-07-08,2020-07-09,WYOMING,18,0,8,10,0,0
2020-07-09,2020-07-09,DOCCS,0,0,0,0,0,0
2020-07-09,2020-07-09,ADIRONDACK,0,0,0,0,0,0
2020-07-09,2020-07-09,ALBION,0,0,0,0,0,0
2020-07-09,2020-07-09,ALTONA,0,0,0,0,0,0
2020-07-09,2020-07-09,ATTICA,0,0,0,0,0,0
2020-07-09,2020-07-09,AUBURN,0,0,0,0,0,0
2020-07-09,2020-07-09,BARE HILL,0,0,0,0,0,0
2020-07-09,2020-07-09,BEDFORD HILL,0,0,0,0,0,0
2020-07-09,2020-07-09,CAPE VINCENT,0,0,0,0,0,0
2020-07-09,2020-07-09,CAYUGA,0,0,0,0,0,0
2020-07-09,2020-07-09,CLINTON,0,0,0,0,0,0
2020-07-09,2020-07-09,COLLINS,0,0,0,0,0,0
2020-07-09,2020-07-09,COXSACKIE,0,0,0,0,0,0
2020-07-09,2020-07-09,DOWNSTATE,0,0,0,0,0,0
2020-07-09,2020-07-09,EASTERN,0,0,0,0,0,0
2020-07-09,2020-07-09,EDGECOMBE,0,0,0,0,0,0
2020-07-09,2020-07-09,ELMIRA,0,0,0,0,0,0
2020-07-09,2020-07-09,FISHKILL,0,0,0,0,0,0
2020-07-09,2020-07-09,FIVE POINTS,0,0,0,0,0,0
2020-07-09,2020-07-09,FRANKLIN,0,0,0,0,0,0
2020-07-09,2020-07-09,GOUVERNEUR,0,0,0,0,0,0
2020-07-09,2020-07-09,GOWANDA,0,0,0,0,0,0
2020-07-09,2020-07-09,GREAT MEADOW,0,0,0,0,0,0
2020-07-09,2020-07-09,GREEN HAVEN,0,0,0,0,0,0
2020-07-09,2020-07-09,GREENE,0,0,0,0,0,0
2020-07-09,2020-07-09,GROVELAND,0,0,0,0,0,0
2020-07-09,2020-07-09,HALE CREEK,0,0,0,0,0,0
2020-07-09,2020-07-09,HUDSON,0,0,0,0,0,0
2020-07-09,2020-07-09,LAKEVIEW,0,0,0,0,0,0
2020-07-09,2020-07-09,MARCY,0,0,0,0,0,0
2020-07-09,2020-07-09,MIDSTATE,0,0,0,0,0,0
2020-07-09,2020-07-09,MOHAWK,0,0,0,0,0,0
2020-07-09,2020-07-09,MORIAH,0,0,0,0,0,0
2020-07-09,2020-07-09,OGDENSBURG,0,0,0,0,0,0
2020-07-09,2020-07-09,ORLEANS,0,0,0,0,0,0
2020-07-09,2020-07-09,OTISVILLE,0,0,0,0,0,0
2020-07-09,2020-07-09,QUEENSBORO,0,0,0,0,0,0
2020-07-09,2020-07-09,RIVERVIEW,0,0,0,0,0,0
2020-07-09,2020-07-09,ROCHESTER,0,0,0,0,0,0
2020-07-09,2020-07-09,SHAWANGUNK,0,0,0,0,0,0
2020-07-09,2020-07-09,SING SING,0,0,0,0,0,0
2020-07-09,2020-07-09,SOUTHPORT,0,0,0,0,0,0
2020-07-09,2020-07-09,SULLIVAN,0,0,0,0,0,0
2020-07-09,2020-07-09,TACONIC,0,0,0,0,0,0
2020-07-09,2020-07-09,ULSTER,0,0,0,0,0,0
2020-07-09,2020-07-09,UPSTATE,0,0,0,0,0,0
2020-07-09,2020-07-09,WALLKILL,0,0,0,0,0,0
2020-07-09,2020-07-09,WASHINGTON,0,0,0,0,0,0
2020-07-09,2020-07-09,WATERTOWN,0,0,0,0,0,0
2020-07-09,2020-07-09,WENDE,0,0,0,0,0,0
2020-07-09,2020-07-09,WILLARD,0,0,0,0,0,0
2020-07-09,2020-07-09,WOODBOURNE,0,0,0,0,0,0
2020-07-09,2020-07-09,WYOMING,0,0,0,0,0,0
2020-07-07,2020-07-08,DOCCS,390,2,232,156,0,0
2020-07-07,2020-07-08,ADIRONDACK,0,1,6,-7,0,0
2020-07-07,2020-07-08,ALBION,0,0,0,0,0,0
2020-07-07,2020-07-08,ALTONA,0,0,0,0,0,0
2020-07-07,2020-07-08,ATTICA,0,0,0,0,0,0
2020-07-07,2020-07-08,AUBURN,23,0,0,23,0,0
2020-07-07,2020-07-08,BARE HILL,1,0,18,-17,0,0
2020-07-07,2020-07-08,BEDFORD HILL,0,0,0,0,0,0
2020-07-07,2020-07-08,CAPE VINCENT,0,0,0,0,0,0
2020-07-07,2020-07-08,CAYUGA,27,0,0,27,0,0
2020-07-07,2020-07-08,CLINTON,0,0,45,-45,0,0
2020-07-07,2020-07-08,COLLINS,17,0,12,5,0,0
2020-07-07,2020-07-08,COXSACKIE,33,0,24,9,0,0
2020-07-07,2020-07-08,DOWNSTATE,0,0,0,0,0,0
2020-07-07,2020-07-08,EASTERN,0,0,0,0,0,0
2020-07-07,2020-07-08,EDGECOMBE,0,0,0,0,0,0
2020-07-07,2020-07-08,ELMIRA,33,0,0,33,0,0
2020-07-07,2020-07-08,FISHKILL,0,0,0,0,0,0
2020-07-07,2020-07-08,FIVE POINTS,29,0,0,29,0,0
2020-07-07,2020-07-08,FRANKLIN,24,0,19,5,0,0
2020-07-07,2020-07-08,GOUVERNEUR,0,0,0,0,0,0
2020-07-07,2020-07-08,GOWANDA,27,0,0,27,0,0
2020-07-07,2020-07-08,GREAT MEADOW,13,0,40,-27,0,0
2020-07-07,2020-07-08,GREEN HAVEN,3,0,2,1,0,0
2020-07-07,2020-07-08,GREENE,1,0,15,-14,0,0
2020-07-07,2020-07-08,GROVELAND,22,0,0,22,0,0
2020-07-07,2020-07-08,HALE CREEK,0,0,0,0,0,0
2020-07-07,2020-07-08,HUDSON,0,0,0,0,0,0
2020-07-07,2020-07-08,LAKEVIEW,0,0,0,0,0,0
2020-07-07,2020-07-08,MARCY,30,0,18,12,0,0
2020-07-07,2020-07-08,MIDSTATE,24,0,6,18,0,0
2020-07-07,2020-07-08,MOHAWK,0,0,0,0,0,0
2020-07-07,2020-07-08,MORIAH,0,0,0,0,0,0
2020-07-07,2020-07-08,OGDENSBURG,0,0,0,0,0,0
2020-07-07,2020-07-08,ORLEANS,0,0,0,0,0,0
2020-07-07,2020-07-08,OTISVILLE,0,0,0,0,0,0
2020-07-07,2020-07-08,QUEENSBORO,0,0,0,0,0,0
2020-07-07,2020-07-08,RIVERVIEW,0,0,9,-9,0,0
2020-07-07,2020-07-08,ROCHESTER,0,0,0,0,0,0
2020-07-07,2020-07-08,SHAWANGUNK,0,0,2,-2,0,0
2020-07-07,2020-07-08,SING SING,0,0,0,0,0,0
2020-07-07,2020-07-08,SOUTHPORT,0,0,0,0,0,0
2020-07-07,2020-07-08,SULLIVAN,0,0,0,0,0,0
2020-07-07,2020-07-08,TACONIC,0,0,0,0,0,0
2020-07-07,2020-07-08,ULSTER,-2,0,1,-3,0,0
2020-07-07,2020-07-08,UPSTATE,0,0,0,0,0,0
2020-07-07,2020-07-08,WALLKILL,0,1,0,-1,0,0
2020-07-07,2020-07-08,WASHINGTON,18,0,0,18,0,0
2020-07-07,2020-07-08,WATERTOWN,0,0,23,-23,0,0
2020-07-07,2020-07-08,WENDE,24,0,0,24,0,0
2020-07-07,2020-07-08,WILLARD,0,0,0,0,0,0
2020-07-07,2020-07-08,WOODBOURNE,0,0,0,0,0,0
2020-07-07,2020-07-08,WYOMING,43,0,-8,51,0,0
2020-07-08,2020-07-08,DOCCS,0,0,0,0,0,0
2020-07-08,2020-07-08,ADIRONDACK,0,0,0,0,0,0
2020-07-08,2020-07-08,ALBION,0,0,0,0,0,0
2020-07-08,2020-07-08,ALTONA,0,0,0,0,0,0
2020-07-08,2020-07-08,ATTICA,0,0,0,0,0,0
2020-07-08,2020-07-08,AUBURN,0,0,0,0,0,0
2020-07-08,2020-07-08,BARE HILL,0,0,0,0,0,0
2020-07-08,2020-07-08,BEDFORD HILL,0,0,0,0,0,0
2020-07-08,2020-07-08,CAPE VINCENT,0,0,0,0,0,0
2020-07-08,2020-07-08,CAYUGA,0,0,0,0,0,0
2020-07-08,2020-07-08,CLINTON,0,0,0,0,0,0
2020-07-08,2020-07-08,COLLINS,0,0,0,0,0,0
2020-07-08,2020-07-08,COXSACKIE,0,0,0,0,0,0
2020-07-08,2020-07-08,DOWNSTATE,0,0,0,0,0,0
2020-07-08,2020-07-08,EASTERN,0,0,0,0,0,0
2020-07-08,2020-07-08,EDGECOMBE,0,0,0,0,0,0
2020-07-08,2020-07-08,ELMIRA,0,0,0,0,0,0
2020-07-08,2020-07-08,FISHKILL,0,0,0,0,0,0
2020-07-08,2020-07-08,FIVE POINTS,0,0,0,0,0,0
2020-07-08,2020-07-08,FRANKLIN,0,0,0,0,0,0
2020-07-08,2020-07-08,GOUVERNEUR,0,0,0,0,0,0
2020-07-08,2020-07-08,GOWANDA,0,0,0,0,0,0
2020-07-08,2020-07-08,GREAT MEADOW,0,0,0,0,0,0
2020-07-08,2020-07-08,GREEN HAVEN,0,0,0,0,0,0
2020-07-08,2020-07-08,GREENE,0,0,0,0,0,0
2020-07-08,2020-07-08,GROVELAND,0,0,0,0,0,0
2020-07-08,2020-07-08,HALE CREEK,0,0,0,0,0,0
2020-07-08,2020-07-08,HUDSON,0,0,0,0,0,0
2020-07-08,2020-07-08,LAKEVIEW,0,0,0,0,0,0
2020-07-08,2020-07-08,MARCY,0,0,0,0,0,0
2020-07-08,2020-07-08,MIDSTATE,0,0,0,0,0,0
2020-07-08,2020-07-08,MOHAWK,0,0,0,0,0,0
2020-07-08,2020-07-08,MORIAH,0,0,0,0,0,0
2020-07-08,2020-07-08,OGDENSBURG,0,0,0,0,0,0
2020-07-08,2020-07-08,ORLEANS,0,0,0,0,0,0
2020-07-08,2020-07-08,OTISVILLE,0,0,0,0,0,0
2020-07-08,2020-07-08,QUEENSBORO,0,0,0,0,0,0
2020-07-08,2020-07-08,RIVERVIEW,0,0,0,0,0,0
2020-07-08,2020-07-08,ROCHESTER,0,0,0,0,0,0
2020-07-08,2020-07-08,SHAWANGUNK,0,0,0,0,0,0
2020-07-08,2020-07-08,SING SING,0,0,0,0,0,0
2020-07-08,2020-07-08,SOUTHPORT,0,0,0,0,0,0
2020-07-08,2020-07-08,SULLIVAN,0,0,0,0,0,0
2020-07-08,2020-07-08,TACONIC,0,0,0,0,0,0
2020-07-08,2020-07-08,ULSTER,0,0,0,0,0,0
2020-07-08,2020-07-08,UPSTATE,0,0,0,0,0,0
2020-07-08,2020-07-08,WALLKILL,0,0,0,0,0,0
2020-07-08,2020-07-08,WASHINGTON,0,0,0,0,0,0
2020-07-08,2020-07-08,WATERTOWN,0,0,0,0,0,0
2020-07-08,2020-07-08,WENDE,0,0,0,0,0,0
2020-07-08,2020-07-08,WILLARD,0,0,0,0,0,0
2020-07-08,2020-07-08,WOODBOURNE,0,0,0,0,0,0
2020-07-08,2020-07-08,WYOMING,0,0,0,0,0,0
2020-07-06,2020-07-07,DOCCS,403,0,241,162,0,-1
2020-07-06,2020-07-07,ADIRONDACK,0,0,0,0,0,0
2020-07-06,2020-07-07,ALBION,0,0,0,0,0,0
2020-07-06,2020-07-07,ALTONA,0,0,0,0,0,0
2020-07-06,2020-07-07,ATTICA,63,0,0,63,0,0
2020-07-06,2020-07-07,AUBURN,0,0,0,0,0,0
2020-07-06,2020-07-07,BARE HILL,0,0,0,0,0,0
2020-07-06,2020-07-07,BEDFORD HILL,0,0,0,0,0,0
2020-07-06,2020-07-07,CAPE VINCENT,-1,0,30,-31,0,0
2020-07-06,2020-07-07,CAYUGA,0,0,0,0,0,0
2020-07-06,2020-07-07,CLINTON,57,0,1,56,0,0
2020-07-06,2020-07-07,COLLINS,23,0,1,22,0,0
2020-07-06,2020-07-07,COXSACKIE,0,0,17,-17,0,0
2020-07-06,2020-07-07,DOWNSTATE,2,0,0,2,0,0
2020-07-06,2020-07-07,EASTERN,0,0,1,-1,0,0
2020-07-06,2020-07-07,EDGECOMBE,0,0,0,0,0,0
2020-07-06,2020-07-07,ELMIRA,0,0,0,0,0,0
2020-07-06,2020-07-07,FISHKILL,0,0,1,-1,0,-1
2020-07-06,2020-07-07,FIVE POINTS,0,0,0,0,0,0
2020-07-06,2020-07-07,FRANKLIN,43,0,0,43,0,0
2020-07-06,2020-07-07,GOUVERNEUR,0,0,66,-66,0,0
2020-07-06,2020-07-07,GOWANDA,26,0,0,26,0,0
2020-07-06,2020-07-07,GREAT MEADOW,27,0,1,26,0,0
2020-07-06,2020-07-07,GREEN HAVEN,0,0,8,-8,0,0
2020-07-06,2020-07-07,GREENE,36,0,37,-1,0,0
2020-07-06,2020-07-07,GROVELAND,20,0,0,20,0,0
2020-07-06,2020-07-07,HALE CREEK,0,0,0,0,0,0
2020-07-06,2020-07-07,HUDSON,0,0,0,0,0,0
2020-07-06,2020-07-07,LAKEVIEW,0,0,0,0,0,0
2020-07-06,2020-07-07,MARCY,28,0,23,5,0,0
2020-07-06,2020-07-07,MIDSTATE,17,0,6,11,0,0
2020-07-06,2020-07-07,MOHAWK,0,0,0,0,0,0
2020-07-06,2020-07-07,MORIAH,0,0,0,0,0,0
2020-07-06,2020-07-07,OGDENSBURG,0,0,0,0,0,0
2020-07-06,2020-07-07,ORLEANS,0,0,5,-5,0,0
2020-07-06,2020-07-07,OTISVILLE,1,0,0,1,0,0
2020-07-06,2020-07-07,QUEENSBORO,0,0,0,0,0,0
2020-07-06,2020-07-07,RIVERVIEW,0,0,16,-16,0,0
2020-07-06,2020-07-07,ROCHESTER,0,0,0,0,0,0
2020-07-06,2020-07-07,SHAWANGUNK,9,0,0,9,0,0
2020-07-06,2020-07-07,SING SING,0,0,0,0,0,0
2020-07-06,2020-07-07,SOUTHPORT,0,0,0,0,0,0
2020-07-06,2020-07-07,SULLIVAN,0,0,5,-5,0,0
2020-07-06,2020-07-07,TACONIC,0,0,0,0,0,0
2020-07-06,2020-07-07,ULSTER,3,0,5,-2,0,0
2020-07-06,2020-07-07,UPSTATE,0,0,0,0,0,0
2020-07-06,2020-07-07,WALLKILL,0,0,0,0,0,0
2020-07-06,2020-07-07,WASHINGTON,26,0,13,13,0,0
2020-07-06,2020-07-07,WATERTOWN,0,0,5,-5,0,0
2020-07-06,2020-07-07,WENDE,23,0,0,23,0,0
2020-07-06,2020-07-07,WILLARD,0,0,0,0,0,0
2020-07-06,2020-07-07,WOODBOURNE,0,0,0,0,0,0
2020-07-06,2020-07-07,WYOMING,0,0,0,0,0,0
2020-07-02,2020-07-06,DOCCS,794,22,842,-70,0,0
2020-07-02,2020-07-06,ADIRONDACK,4,0,72,-68,0,0
2020-07-02,2020-07-06,ALBION,-1,0,34,-35,0,0
2020-07-02,2020-07-06,ALTONA,0,0,30,-30,0,0
2020-07-02,2020-07-06,ATTICA,0,0,0,0,0,0
2020-07-02,2020-07-06,AUBURN,1,0,0,1,0,0
2020-07-02,2020-07-06,BARE HILL,19,0,45,-26,0,0
2020-07-02,2020-07-06,BEDFORD HILL,1,1,17,-17,0,0
2020-07-02,2020-07-06,CAPE VINCENT,34,0,0,34,0,0
2020-07-02,2020-07-06,CAYUGA,0,0,0,0,0,0
2020-07-02,2020-07-06,CLINTON,48,0,1,47,0,0
2020-07-02,2020-07-06,COLLINS,0,0,5,-5,0,0
2020-07-02,2020-07-06,COXSACKIE,18,0,0,18,0,0
2020-07-02,2020-07-06,DOWNSTATE,0,0,11,-11,0,0
2020-07-02,2020-07-06,EASTERN,1,1,3,-3,0,0
2020-07-02,2020-07-06,EDGECOMBE,0,0,0,0,0,0
2020-07-02,2020-07-06,ELMIRA,0,0,0,0,0,0
2020-07-02,2020-07-06,FISHKILL,4,2,53,-51,0,0
2020-07-02,2020-07-06,FIVE POINTS,0,0,0,0,0,0
2020-07-02,2020-07-06,FRANKLIN,2,0,1,1,0,0
2020-07-02,2020-07-06,GOUVERNEUR,66,0,0,66,0,0
2020-07-02,2020-07-06,GOWANDA,32,0,32,0,0,0
2020-07-02,2020-07-06,GREAT MEADOW,34,0,5,29,0,0
2020-07-02,2020-07-06,GREEN HAVEN,-1,0,1,-2,0,0
2020-07-02,2020-07-06,GREENE,79,0,36,43,0,0
2020-07-02,2020-07-06,GROVELAND,0,0,0,0,0,0
2020-07-02,2020-07-06,HALE CREEK,20,0,0,20,0,0
2020-07-02,2020-07-06,HUDSON,24,0,19,5,0,0
2020-07-02,2020-07-06,LAKEVIEW,0,0,0,0,0,0
2020-07-02,2020-07-06,MARCY,55,0,26,29,0,0
2020-07-02,2020-07-06,MIDSTATE,19,0,0,19,0,0
2020-07-02,2020-07-06,MOHAWK,84,0,91,-7,0,0
2020-07-02,2020-07-06,MORIAH,0,0,0,0,0,0
2020-07-02,2020-07-06,OGDENSBURG,0,0,13,-13,0,0
2020-07-02,2020-07-06,ORLEANS,1,0,41,-40,0,0
2020-07-02,2020-07-06,OTISVILLE,0,0,0,0,0,0
2020-07-02,2020-07-06,QUEENSBORO,6,1,5,0,0,0
2020-07-02,2020-07-06,RIVERVIEW,20,0,18,2,0,0
2020-07-02,2020-07-06,ROCHESTER,0,0,0,0,0,0
2020-07-02,2020-07-06,SHAWANGUNK,6,12,42,-48,0,0
2020-07-02,2020-07-06,SING SING,0,0,0,0,0,0
2020-07-02,2020-07-06,SOUTHPORT,0,0,18,-18,0,0
2020-07-02,2020-07-06,SULLIVAN,0,0,36,-36,0,0
2020-07-02,2020-07-06,TACONIC,0,0,0,0,0,0
2020-07-02,2020-07-06,ULSTER,1,2,12,-13,0,0
2020-07-02,2020-07-06,UPSTATE,11,0,15,-4,0,0
2020-07-02,2020-07-06,WALLKILL,-1,3,29,-33,0,0
2020-07-02,2020-07-06,WASHINGTON,0,0,0,0,0,0
2020-07-02,2020-07-06,WATERTOWN,13,0,0,13,0,0
2020-07-02,2020-07-06,WENDE,30,0,30,0,0,0
2020-07-02,2020-07-06,WILLARD,0,0,0,0,0,0
2020-07-02,2020-07-06,WOODBOURNE,164,0,72,92,0,0
2020-07-02,2020-07-06,WYOMING,0,0,29,-29,0,0
2020-07-01,2020-07-02,DOCCS,247,0,6,241,0,0
2020-07-01,2020-07-02,ADIRONDACK,0,0,0,0,0,0
2020-07-01,2020-07-02,ALBION,0,0,0,0,0,0
2020-07-01,2020-07-02,ALTONA,0,0,0,0,0,0
2020-07-01,2020-07-02,ATTICA,0,0,0,0,0,0
2020-07-01,2020-07-02,AUBURN,0,0,0,0,0,0
2020-07-01,2020-07-02,BARE HILL,0,0,0,0,0,0
2020-07-01,2020-07-02,BEDFORD HILL,18,0,0,18,0,0
2020-07-01,2020-07-02,CAPE VINCENT,0,0,0,0,0,0
2020-07-01,2020-07-02,CAYUGA,0,0,0,0,0,0
2020-07-01,2020-07-02,CLINTON,0,0,0,0,0,0
2020-07-01,2020-07-02,COLLINS,0,0,0,0,0,0
2020-07-01,2020-07-02,COXSACKIE,5,0,5,0,0,0
2020-07-01,2020-07-02,DOWNSTATE,0,0,0,0,0,0
2020-07-01,2020-07-02,EASTERN,4,0,0,4,0,0
2020-07-01,2020-07-02,EDGECOMBE,0,0,0,0,0,0
2020-07-01,2020-07-02,ELMIRA,0,0,0,0,0,0
2020-07-01,2020-07-02,FISHKILL,57,0,2,55,0,0
2020-07-01,2020-07-02,FIVE POINTS,0,0,0,0,0,0
2020-07-01,2020-07-02,FRANKLIN,0,0,0,0,0,0
2020-07-01,2020-07-02,GOUVERNEUR,0,0,0,0,0,0
2020-07-01,2020-07-02,GOWANDA,0,0,0,0,0,0
2020-07-01,2020-07-02,GREAT MEADOW,0,0,0,0,0,0
2020-07-01,2020-07-02,GREEN HAVEN,0,0,0,0,0,0
2020-07-01,2020-07-02,GREENE,0,0,0,0,0,0
2020-07-01,2020-07-02,GROVELAND,0,0,0,0,0,0
2020-07-01,2020-07-02,HALE CREEK,0,0,0,0,0,0
2020-07-01,2020-07-02,HUDSON,0,0,0,0,0,0
2020-07-01,2020-07-02,LAKEVIEW,0,0,0,0,0,0
2020-07-01,2020-07-02,MARCY,0,0,0,0,0,0
2020-07-01,2020-07-02,MIDSTATE,0,0,0,0,0,0
2020-07-01,2020-07-02,MOHAWK,3,0,-1,4,0,0
2020-07-01,2020-07-02,MORIAH,0,0,0,0,0,0
2020-07-01,2020-07-02,OGDENSBURG,0,0,0,0,0,0
2020-07-01,2020-07-02,ORLEANS,45,0,0,45,0,0
2020-07-01,2020-07-02,OTISVILLE,0,0,0,0,0,0
2020-07-01,2020-07-02,QUEENSBORO,0,0,0,0,0,0
2020-07-01,2020-07-02,RIVERVIEW,0,0,0,0,0,0
2020-07-01,2020-07-02,ROCHESTER,0,0,0,0,0,0
2020-07-01,2020-07-02,SHAWANGUNK,40,0,0,40,0,0
2020-07-01,2020-07-02,SING SING,0,0,0,0,0,0
2020-07-01,2020-07-02,SOUTHPORT,0,0,0,0,0,0
2020-07-01,2020-07-02,SULLIVAN,30,0,0,30,0,0
2020-07-01,2020-07-02,TACONIC,0,0,0,0,0,0
2020-07-01,2020-07-02,ULSTER,0,0,0,0,0,0
2020-07-01,2020-07-02,UPSTATE,0,0,0,0,0,0
2020-07-01,2020-07-02,WALLKILL,0,0,0,0,0,0
2020-07-01,2020-07-02,WASHINGTON,0,0,0,0,0,0
2020-07-01,2020-07-02,WATERTOWN,20,0,0,20,0,0
2020-07-01,2020-07-02,WENDE,0,0,0,0,0,0
2020-07-01,2020-07-02,WILLARD,0,0,0,0,0,0
2020-07-01,2020-07-02,WOODBOURNE,0,0,0,0,0,0
2020-07-01,2020-07-02,WYOMING,25,0,0,25,0,0
2020-06-30,2020-07-01,DOCCS,320,0,8,312,0,0
2020-06-30,2020-07-01,ADIRONDACK,0,0,0,0,0,0
2020-06-30,2020-07-01,ALBION,35,0,0,35,0,0
2020-06-30,2020-07-01,ALTONA,31,0,0,31,0,0
2020-06-30,2020-07-01,ATTICA,0,0,0,0,0,0
2020-06-30,2020-07-01,AUBURN,0,0,0,0,0,0
2020-06-30,2020-07-01,BARE HILL,48,0,0,48,0,0
2020-06-30,2020-07-01,BEDFORD HILL,0,0,0,0,0,0
2020-06-30,2020-07-01,CAPE VINCENT,0,0,0,0,0,0
2020-06-30,2020-07-01,CAYUGA,0,0,0,0,0,0
