DATE,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-08-08,WATERTOWN,34,0,34,0,0,0
2020-08-08,WENDE,192,30,162,0,0,30
2020-08-08,WILLARD,1,0,1,0,0,0
2020-08-08,WOODBOURNE,138,0,136,2,0,0
2020-08-08,WYOMING,115,0,115,0,0,0
2020-08-07,DOCCS,8472,755,7587,130,17,587
2020-08-07,ADIRONDACK,82,1,81,0,0,1
2020-08-07,ALBION,40,0,38,2,0,0
2020-08-07,ALTONA,36,0,33,3,0,0
2020-08-07,ATTICA,188,2,177,9,0,2
2020-08-07,AUBURN,124,0,122,2,0,0
2020-08-07,BARE HILL,88,0,86,2,0,0
2020-08-07,BEDFORD HILL,150,45,102,3,1,44
2020-08-07,CAPE VINCENT,33,0,33,0,0,0
2020-08-07,CAYUGA,104,0,104,0,0,0
2020-08-07,CLINTON,298,1,280,17,0,1
2020-08-07,COLLINS,101,1,100,0,0,1
2020-08-07,COXSACKIE,122,2,92,28,0,1
2020-08-07,DOWNSTATE,36,1,34,1,0,1
2020-08-07,EASTERN,154,24,124,6,1,22
2020-08-07,EDGECOMBE,3,0,3,0,0,0
2020-08-07,ELMIRA,183,0,178,5,0,0
2020-08-07,FISHKILL,1397,113,1282,2,5,100
2020-08-07,FIVE POINTS,128,0,124,4,0,0
2020-08-07,FRANKLIN,125,1,119,5,0,1
2020-08-07,GOUVERNEUR,70,0,70,0,0,0
2020-08-07,GOWANDA,126,1,121,4,0,1
2020-08-07,GREAT MEADOW,133,44,88,1,0,44
2020-08-07,GREEN HAVEN,1582,129,1451,2,3,71
2020-08-07,GREENE,126,1,123,2,0,1
2020-08-07,GROVELAND,76,0,76,0,0,0
2020-08-07,HALE CREEK,31,0,31,0,0,0
2020-08-07,HUDSON,26,0,26,0,0,0
2020-08-07,LAKEVIEW,1,0,1,0,0,0
2020-08-07,MARCY,160,8,152,0,0,8
2020-08-07,MIDSTATE,148,22,125,1,0,22
2020-08-07,MOHAWK,232,1,229,2,0,1
2020-08-07,MORIAH,0,0,0,0,0,0
2020-08-07,OGDENSBURG,18,0,14,4,0,0
2020-08-07,ORLEANS,58,0,56,2,0,0
2020-08-07,OTISVILLE,172,54,118,0,1,53
2020-08-07,QUEENSBORO,13,7,6,0,1,6
2020-08-07,RIVERVIEW,59,0,54,5,0,0
2020-08-07,ROCHESTER,0,0,0,0,0,0
2020-08-07,SHAWANGUNK,457,101,356,0,1,46
2020-08-07,SING SING,261,44,211,6,4,39
2020-08-07,SOUTHPORT,45,11,32,2,0,11
2020-08-07,SULLIVAN,124,25,93,6,0,25
2020-08-07,TACONIC,27,2,25,0,0,2
2020-08-07,ULSTER,111,15,94,2,0,15
2020-08-07,UPSTATE,29,0,29,0,0,0
2020-08-07,WALLKILL,449,69,380,0,0,38
2020-08-07,WASHINGTON,66,0,66,0,0,0
2020-08-07,WATERTOWN,34,0,34,0,0,0
2020-08-07,WENDE,192,30,162,0,0,30
2020-08-07,WILLARD,1,0,1,0,0,0
2020-08-07,WOODBOURNE,138,0,136,2,0,0
2020-08-07,WYOMING,115,0,115,0,0,0
2020-08-06,DOCCS,5916,605,4831,480,17,542
2020-08-06,ADIRONDACK,82,1,79,2,0,1
2020-08-06,ALBION,40,0,38,2,0,0
2020-08-06,ALTONA,36,0,33,3,0,0
2020-08-06,ATTICA,188,2,170,16,0,2
2020-08-06,AUBURN,124,0,122,2,0,0
2020-08-06,BARE HILL,88,0,86,2,0,0
2020-08-06,BEDFORD HILL,150,45,102,3,1,44
2020-08-06,CAPE VINCENT,33,0,33,0,0,0
2020-08-06,CAYUGA,104,0,104,0,0,0
2020-08-06,CLINTON,296,1,279,16,0,1
2020-08-06,COLLINS,101,1,100,0,0,1
2020-08-06,COXSACKIE,122,2,92,28,0,1
2020-08-06,DOWNSTATE,36,1,34,1,0,1
2020-08-06,EASTERN,154,24,122,8,1,22
2020-08-06,EDGECOMBE,3,0,3,0,0,0
2020-08-06,ELMIRA,183,0,178,5,0,0
2020-08-06,FISHKILL,478,103,288,87,5,82
2020-08-06,FIVE POINTS,128,0,124,4,0,0
2020-08-06,FRANKLIN,125,1,119,5,0,1
2020-08-06,GOUVERNEUR,70,0,70,0,0,0
2020-08-06,GOWANDA,126,1,121,4,0,1
2020-08-06,GREAT MEADOW,133,44,88,1,0,44
2020-08-06,GREEN HAVEN,468,74,251,143,3,53
2020-08-06,GREENE,126,1,123,2,0,1
2020-08-06,GROVELAND,76,0,76,0,0,0
2020-08-06,HALE CREEK,31,0,31,0,0,0
2020-08-06,HUDSON,26,0,26,0,0,0
2020-08-06,LAKEVIEW,1,0,1,0,0,0
2020-08-06,MARCY,160,8,152,0,0,8
2020-08-06,MIDSTATE,147,22,124,1,0,22
2020-08-06,MOHAWK,232,1,229,2,0,1
2020-08-06,MORIAH,0,0,0,0,0,0
2020-08-06,OGDENSBURG,18,0,18,0,0,0
2020-08-06,ORLEANS,58,0,56,2,0,0
2020-08-06,OTISVILLE,172,54,118,0,1,53
2020-08-06,QUEENSBORO,13,7,6,0,1,6
2020-08-06,RIVERVIEW,59,0,54,5,0,0
2020-08-06,ROCHESTER,0,0,0,0,0,0
2020-08-06,SHAWANGUNK,204,47,113,44,1,41
2020-08-06,SING SING,261,43,210,8,4,39
2020-08-06,SOUTHPORT,45,11,32,2,0,11
2020-08-06,SULLIVAN,124,25,93,6,0,25
2020-08-06,TACONIC,27,2,25,0,0,2
2020-08-06,ULSTER,111,15,94,2,0,15
2020-08-06,UPSTATE,29,0,25,4,0,0
2020-08-06,WALLKILL,182,39,75,68,0,34
2020-08-06,WASHINGTON,66,0,66,0,0,0
2020-08-06,WATERTOWN,34,0,34,0,0,0
2020-08-06,WENDE,192,30,162,0,0,30
2020-08-06,WILLARD,1,0,1,0,0,0
2020-08-06,WOODBOURNE,138,0,136,2,0,0
2020-08-06,WYOMING,115,0,115,0,0,0
2020-08-05,DOCCS,5888,605,4853,430,17,542
2020-08-05,ADIRONDACK,82,1,79,2,0,1
2020-08-05,ALBION,38,0,38,0,0,0
2020-08-05,ALTONA,36,0,33,3,0,0
2020-08-05,ATTICA,188,2,170,16,0,2
2020-08-05,AUBURN,124,0,122,2,0,0
2020-08-05,BARE HILL,86,0,85,1,0,0
2020-08-05,BEDFORD HILL,150,45,102,3,1,44
2020-08-05,CAPE VINCENT,33,0,33,0,0,0
2020-08-05,CAYUGA,104,0,104,0,0,0
2020-08-05,CLINTON,296,1,279,16,0,1
2020-08-05,COLLINS,101,1,99,1,0,1
2020-08-05,COXSACKIE,118,2,116,0,0,1
2020-08-05,DOWNSTATE,36,1,34,1,0,1
2020-08-05,EASTERN,154,24,122,8,1,22
2020-08-05,EDGECOMBE,3,0,3,0,0,0
2020-08-05,ELMIRA,178,0,178,0,0,0
2020-08-05,FISHKILL,478,103,288,87,5,82
2020-08-05,FIVE POINTS,128,0,124,4,0,0
2020-08-05,FRANKLIN,125,1,119,5,0,1
2020-08-05,GOUVERNEUR,70,0,70,0,0,0
2020-08-05,GOWANDA,126,1,121,4,0,1
2020-08-05,GREAT MEADOW,133,44,89,0,0,44
2020-08-05,GREEN HAVEN,468,74,251,143,3,53
2020-08-05,GREENE,126,1,119,6,0,1
2020-08-05,GROVELAND,76,0,76,0,0,0
2020-08-05,HALE CREEK,31,0,31,0,0,0
2020-08-05,HUDSON,26,0,26,0,0,0
2020-08-05,LAKEVIEW,1,0,1,0,0,0
2020-08-05,MARCY,160,8,152,0,0,8
2020-08-05,MIDSTATE,146,22,124,0,0,22
2020-08-05,MOHAWK,231,1,230,0,0,1
2020-08-05,MORIAH,0,0,0,0,0,0
2020-08-05,OGDENSBURG,18,0,18,0,0,0
2020-08-05,ORLEANS,58,0,56,2,0,0
2020-08-05,OTISVILLE,172,54,118,0,1,53
2020-08-05,QUEENSBORO,13,7,6,0,1,6
2020-08-05,RIVERVIEW,59,0,54,5,0,0
2020-08-05,ROCHESTER,0,0,0,0,0,0
2020-08-05,SHAWANGUNK,204,47,113,44,1,41
2020-08-05,SING SING,256,43,211,2,4,39
2020-08-05,SOUTHPORT,45,11,32,2,0,11
2020-08-05,SULLIVAN,118,25,92,1,0,25
2020-08-05,TACONIC,27,2,25,0,0,2
2020-08-05,ULSTER,111,15,94,2,0,15
2020-08-05,UPSTATE,27,0,27,0,0,0
2020-08-05,WALLKILL,182,39,75,68,0,34
2020-08-05,WASHINGTON,66,0,66,0,0,0
2020-08-05,WATERTOWN,34,0,34,0,0,0
2020-08-05,WENDE,192,30,162,0,0,30
2020-08-05,WILLARD,1,0,1,0,0,0
2020-08-05,WOODBOURNE,138,0,136,2,0,0
2020-08-05,WYOMING,115,0,115,0,0,0
2020-08-04,DOCCS,5879,604,4850,425,17,542
2020-08-04,ADIRONDACK,82,1,79,2,0,1
2020-08-04,ALBION,38,0,38,0,0,0
2020-08-04,ALTONA,33,0,33,0,0,0
2020-08-04,ATTICA,188,2,170,16,0,2
2020-08-04,AUBURN,124,0,122,2,0,0
2020-08-04,BARE HILL,86,0,85,1,0,0
2020-08-04,BEDFORD HILL,150,45,101,4,1,44
2020-08-04,CAPE VINCENT,33,0,33,0,0,0
2020-08-04,CAYUGA,104,0,103,1,0,0
2020-08-04,CLINTON,296,1,279,16,0,1
2020-08-04,COLLINS,101,1,99,1,0,1
2020-08-04,COXSACKIE,117,1,116,0,0,1
2020-08-04,DOWNSTATE,35,1,34,0,0,1
2020-08-04,EASTERN,154,24,122,8,1,22
2020-08-04,EDGECOMBE,3,0,3,0,0,0
2020-08-04,ELMIRA,178,0,178,0,0,0
2020-08-04,FISHKILL,478,103,288,87,5,82
2020-08-04,FIVE POINTS,128,0,124,4,0,0
2020-08-04,FRANKLIN,125,1,119,5,0,1
2020-08-04,GOUVERNEUR,70,0,69,1,0,0
2020-08-04,GOWANDA,123,1,122,0,0,1
2020-08-04,GREAT MEADOW,133,44,89,0,0,44
2020-08-04,GREEN HAVEN,468,74,251,143,3,53
2020-08-04,GREENE,126,1,119,6,0,1
2020-08-04,GROVELAND,76,0,76,0,0,0
2020-08-04,HALE CREEK,31,0,31,0,0,0
2020-08-04,HUDSON,26,0,26,0,0,0
2020-08-04,LAKEVIEW,1,0,1,0,0,0
2020-08-04,MARCY,160,8,152,0,0,8
2020-08-04,MIDSTATE,146,22,124,0,0,22
2020-08-04,MOHAWK,231,1,230,0,0,1
2020-08-04,MORIAH,0,0,0,0,0,0
2020-08-04,OGDENSBURG,18,0,18,0,0,0
2020-08-04,ORLEANS,58,0,55,3,0,0
2020-08-04,OTISVILLE,172,54,118,0,1,53
2020-08-04,QUEENSBORO,13,7,6,0,1,6
2020-08-04,RIVERVIEW,59,0,54,5,0,0
2020-08-04,ROCHESTER,0,0,0,0,0,0
2020-08-04,SHAWANGUNK,204,47,113,44,1,41
2020-08-04,SING SING,255,43,211,1,4,39
2020-08-04,SOUTHPORT,45,11,32,2,0,11
2020-08-04,SULLIVAN,118,25,92,1,0,25
2020-08-04,TACONIC,27,2,25,0,0,2
2020-08-04,ULSTER,111,15,94,2,0,15
2020-08-04,UPSTATE,27,0,27,0,0,0
2020-08-04,WALLKILL,182,39,75,68,0,34
2020-08-04,WASHINGTON,66,0,66,0,0,0
2020-08-04,WATERTOWN,34,0,34,0,0,0
2020-08-04,WENDE,192,30,161,1,0,30
2020-08-04,WILLARD,1,0,1,0,0,0
2020-08-04,WOODBOURNE,138,0,137,1,0,0
2020-08-04,WYOMING,115,0,115,0,0,0
2020-08-03,DOCCS,5877,604,4850,423,17,542
2020-08-03,ADIRONDACK,82,1,79,2,0,1
2020-08-03,ALBION,38,0,38,0,0,0
2020-08-03,ALTONA,33,0,33,0,0,0
2020-08-03,ATTICA,188,2,170,16,0,2
2020-08-03,AUBURN,124,0,122,2,0,0
2020-08-03,BARE HILL,86,0,85,1,0,0
2020-08-03,BEDFORD HILL,150,45,101,4,1,44
2020-08-03,CAPE VINCENT,33,0,33,0,0,0
2020-08-03,CAYUGA,104,0,103,1,0,0
2020-08-03,CLINTON,296,1,279,16,0,1
2020-08-03,COLLINS,100,1,99,0,0,1
2020-08-03,COXSACKIE,117,1,116,0,0,1
2020-08-03,DOWNSTATE,35,1,34,0,0,1
2020-08-03,EASTERN,154,24,122,8,1,22
2020-08-03,EDGECOMBE,3,0,3,0,0,0
2020-08-03,ELMIRA,178,0,178,0,0,0
2020-08-03,FISHKILL,478,103,288,87,5,82
2020-08-03,FIVE POINTS,128,0,124,4,0,0
2020-08-03,FRANKLIN,125,1,119,5,0,1
2020-08-03,GOUVERNEUR,70,0,69,1,0,0
2020-08-03,GOWANDA,123,1,122,0,0,1
2020-08-03,GREAT MEADOW,133,44,89,0,0,44
2020-08-03,GREEN HAVEN,468,74,251,143,3,53
2020-08-03,GREENE,126,1,119,6,0,1
2020-08-03,GROVELAND,76,0,76,0,0,0
2020-08-03,HALE CREEK,31,0,31,0,0,0
2020-08-03,HUDSON,26,0,26,0,0,0
2020-08-03,LAKEVIEW,1,0,1,0,0,0
2020-08-03,MARCY,160,8,152,0,0,8
2020-08-03,MIDSTATE,146,22,124,0,0,22
2020-08-03,MOHAWK,231,1,230,0,0,1
2020-08-03,MORIAH,0,0,0,0,0,0
2020-08-03,OGDENSBURG,18,0,18,0,0,0
2020-08-03,ORLEANS,58,0,55,3,0,0
2020-08-03,OTISVILLE,172,54,118,0,1,53
2020-08-03,QUEENSBORO,13,7,6,0,1,6
2020-08-03,RIVERVIEW,58,0,54,4,0,0
2020-08-03,ROCHESTER,0,0,0,0,0,0
2020-08-03,SHAWANGUNK,204,47,113,44,1,41
2020-08-03,SING SING,255,43,211,1,4,39
2020-08-03,SOUTHPORT,45,11,32,2,0,11
2020-08-03,SULLIVAN,118,25,92,1,0,25
2020-08-03,TACONIC,27,2,25,0,0,2
2020-08-03,ULSTER,111,15,94,2,0,15
2020-08-03,UPSTATE,27,0,27,0,0,0
2020-08-03,WALLKILL,182,39,75,68,0,34
2020-08-03,WASHINGTON,66,0,66,0,0,0
2020-08-03,WATERTOWN,34,0,34,0,0,0
2020-08-03,WENDE,192,30,161,1,0,30
2020-08-03,WILLARD,1,0,1,0,0,0
2020-08-03,WOODBOURNE,138,0,137,1,0,0
2020-08-03,WYOMING,115,0,115,0,0,0
2020-08-02,DOCCS,5866,604,4832,430,17,542
2020-08-02,ADIRONDACK,82,1,79,2,0,1
2020-08-02,ALBION,38,0,38,0,0,0
2020-08-02,ALTONA,33,0,33,0,0,0
2020-08-02,ATTICA,188,2,170,16,0,2
2020-08-02,AUBURN,124,0,122,2,0,0
2020-08-02,BARE HILL,85,0,76,9,0,0
2020-08-02,BEDFORD HILL,150,45,101,4,1,44
2020-08-02,CAPE VINCENT,33,0,33,0,0,0
2020-08-02,CAYUGA,104,0,103,1,0,0
2020-08-02,CLINTON,296,1,276,19,0,1
2020-08-02,COLLINS,100,1,99,0,0,1
2020-08-02,COXSACKIE,114,1,113,0,0,1
2020-08-02,DOWNSTATE,35,1,34,0,0,1
2020-08-02,EASTERN,154,24,122,8,1,22
2020-08-02,EDGECOMBE,3,0,3,0,0,0
2020-08-02,ELMIRA,178,0,178,0,0,0
2020-08-02,FISHKILL,478,103,288,87,5,82
2020-08-02,FIVE POINTS,128,0,124,4,0,0
2020-08-02,FRANKLIN,125,1,119,5,0,1
2020-08-02,GOUVERNEUR,70,0,69,1,0,0
2020-08-02,GOWANDA,123,1,122,0,0,1
2020-08-02,GREAT MEADOW,133,44,89,0,0,44
2020-08-02,GREEN HAVEN,468,74,251,143,3,53
2020-08-02,GREENE,126,1,119,6,0,1
2020-08-02,GROVELAND,76,0,76,0,0,0
2020-08-02,HALE CREEK,31,0,31,0,0,0
2020-08-02,HUDSON,26,0,26,0,0,0
2020-08-02,LAKEVIEW,1,0,1,0,0,0
2020-08-02,MARCY,160,8,151,1,0,8
2020-08-02,MIDSTATE,146,22,124,0,0,22
2020-08-02,MOHAWK,231,1,230,0,0,1
2020-08-02,MORIAH,0,0,0,0,0,0
2020-08-02,OGDENSBURG,18,0,18,0,0,0
2020-08-02,ORLEANS,58,0,55,3,0,0
2020-08-02,OTISVILLE,171,54,116,1,1,53
2020-08-02,QUEENSBORO,13,7,6,0,1,6
2020-08-02,RIVERVIEW,54,0,54,0,0,0
2020-08-02,ROCHESTER,0,0,0,0,0,0
2020-08-02,SHAWANGUNK,204,47,113,44,1,41
2020-08-02,SING SING,255,43,211,1,4,39
2020-08-02,SOUTHPORT,45,11,32,2,0,11
2020-08-02,SULLIVAN,118,25,92,1,0,25
2020-08-02,TACONIC,27,2,25,0,0,2
2020-08-02,ULSTER,109,15,94,0,0,15
2020-08-02,UPSTATE,27,0,27,0,0,0
2020-08-02,WALLKILL,182,39,75,68,0,34
2020-08-02,WASHINGTON,66,0,66,0,0,0
2020-08-02,WATERTOWN,34,0,34,0,0,0
2020-08-02,WENDE,192,30,161,1,0,30
2020-08-02,WILLARD,1,0,1,0,0,0
2020-08-02,WOODBOURNE,138,0,137,1,0,0
2020-08-02,WYOMING,115,0,115,0,0,0
2020-08-01,DOCCS,5866,604,4832,430,17,542
2020-08-01,ADIRONDACK,82,1,79,2,0,1
2020-08-01,ALBION,38,0,38,0,0,0
2020-08-01,ALTONA,33,0,33,0,0,0
2020-08-01,ATTICA,188,2,170,16,0,2
2020-08-01,AUBURN,124,0,122,2,0,0
2020-08-01,BARE HILL,85,0,76,9,0,0
2020-08-01,BEDFORD HILL,150,45,101,4,1,44
2020-08-01,CAPE VINCENT,33,0,33,0,0,0
2020-08-01,CAYUGA,104,0,103,1,0,0
2020-08-01,CLINTON,296,1,276,19,0,1
2020-08-01,COLLINS,100,1,99,0,0,1
2020-08-01,COXSACKIE,114,1,113,0,0,1
2020-08-01,DOWNSTATE,35,1,34,0,0,1
2020-08-01,EASTERN,154,24,122,8,1,22
2020-08-01,EDGECOMBE,3,0,3,0,0,0
2020-08-01,ELMIRA,178,0,178,0,0,0
2020-08-01,FISHKILL,478,103,288,87,5,82
2020-08-01,FIVE POINTS,128,0,124,4,0,0
2020-08-01,FRANKLIN,125,1,119,5,0,1
2020-08-01,GOUVERNEUR,70,0,69,1,0,0
2020-08-01,GOWANDA,123,1,122,0,0,1
2020-08-01,GREAT MEADOW,133,44,89,0,0,44
2020-08-01,GREEN HAVEN,468,74,251,143,3,53
2020-08-01,GREENE,126,1,119,6,0,1
2020-08-01,GROVELAND,76,0,76,0,0,0
2020-08-01,HALE CREEK,31,0,31,0,0,0
2020-08-01,HUDSON,26,0,26,0,0,0
2020-08-01,LAKEVIEW,1,0,1,0,0,0
2020-08-01,MARCY,160,8,151,1,0,8
2020-08-01,MIDSTATE,146,22,124,0,0,22
2020-08-01,MOHAWK,231,1,230,0,0,1
2020-08-01,MORIAH,0,0,0,0,0,0
2020-08-01,OGDENSBURG,18,0,18,0,0,0
2020-08-01,ORLEANS,58,0,55,3,0,0
2020-08-01,OTISVILLE,171,54,116,1,1,53
2020-08-01,QUEENSBORO,13,7,6,0,1,6
2020-08-01,RIVERVIEW,54,0,54,0,0,0
2020-08-01,ROCHESTER,0,0,0,0,0,0
2020-08-01,SHAWANGUNK,204,47,113,44,1,41
2020-08-01,SING SING,255,43,211,1,4,39
2020-08-01,SOUTHPORT,45,11,32,2,0,11
2020-08-01,SULLIVAN,118,25,92,1,0,25
2020-08-01,TACONIC,27,2,25,0,0,2
2020-08-01,ULSTER,109,15,94,0,0,15
2020-08-01,UPSTATE,27,0,27,0,0,0
2020-08-01,WALLKILL,182,39,75,68,0,34
2020-08-01,WASHINGTON,66,0,66,0,0,0
2020-08-01,WATERTOWN,34,0,34,0,0,0
2020-08-01,WENDE,192,30,161,1,0,30
2020-08-01,WILLARD,1,0,1,0,0,0
2020-08-01,WOODBOURNE,138,0,137,1,0,0
2020-08-01,WYOMING,115,0,115,0,0,0
2020-07-31,DOCCS,5866,604,4832,430,17,540
2020-07-31,ADIRONDACK,82,1,79,2,0,1
2020-07-31,ALBION,38,0,38,0,0,0
2020-07-31,ALTONA,33,0,33,0,0,0
2020-07-31,ATTICA,188,2,170,16,0,2
2020-07-31,AUBURN,124,0,122,2,0,0
2020-07-31,BARE HILL,85,0,76,9,0,0
2020-07-31,BEDFORD HILL,150,45,101,4,1,44
2020-07-31,CAPE VINCENT,33,0,33,0,0,0
2020-07-31,CAYUGA,104,0,103,1,0,0
2020-07-31,CLINTON,296,1,276,19,0,1
2020-07-31,COLLINS,100,1,99,0,0,1
2020-07-31,COXSACKIE,114,1,113,0,0,1
2020-07-31,DOWNSTATE,35,1,34,0,0,1
2020-07-31,EASTERN,154,24,122,8,1,20
2020-07-31,EDGECOMBE,3,0,3,0,0,0
2020-07-31,ELMIRA,178,0,178,0,0,0
2020-07-31,FISHKILL,478,103,288,87,5,82
2020-07-31,FIVE POINTS,128,0,124,4,0,0
2020-07-31,FRANKLIN,125,1,119,5,0,1
2020-07-31,GOUVERNEUR,70,0,69,1,0,0
2020-07-31,GOWANDA,123,1,122,0,0,1
2020-07-31,GREAT MEADOW,133,44,89,0,0,44
2020-07-31,GREEN HAVEN,468,74,251,143,3,53
2020-07-31,GREENE,126,1,119,6,0,1
2020-07-31,GROVELAND,76,0,76,0,0,0
2020-07-31,HALE CREEK,31,0,31,0,0,0
2020-07-31,HUDSON,26,0,26,0,0,0
2020-07-31,LAKEVIEW,1,0,1,0,0,0
2020-07-31,MARCY,160,8,151,1,0,8
2020-07-31,MIDSTATE,146,22,124,0,0,22
2020-07-31,MOHAWK,231,1,230,0,0,1
2020-07-31,MORIAH,0,0,0,0,0,0
2020-07-31,OGDENSBURG,18,0,18,0,0,0
2020-07-31,ORLEANS,58,0,55,3,0,0
2020-07-31,OTISVILLE,171,54,116,1,1,53
2020-07-31,QUEENSBORO,13,7,6,0,1,6
2020-07-31,RIVERVIEW,54,0,54,0,0,0
2020-07-31,ROCHESTER,0,0,0,0,0,0
2020-07-31,SHAWANGUNK,204,47,113,44,1,41
2020-07-31,SING SING,255,43,211,1,4,39
2020-07-31,SOUTHPORT,45,11,32,2,0,11
2020-07-31,SULLIVAN,118,25,92,1,0,25
2020-07-31,TACONIC,27,2,25,0,0,2
2020-07-31,ULSTER,109,15,94,0,0,15
2020-07-31,UPSTATE,27,0,27,0,0,0
2020-07-31,WALLKILL,182,39,75,68,0,34
2020-07-31,WASHINGTON,66,0,66,0,0,0
2020-07-31,WATERTOWN,34,0,34,0,0,0
2020-07-31,WENDE,192,30,161,1,0,30
2020-07-31,WILLARD,1,0,1,0,0,0
2020-07-31,WOODBOURNE,138,0,137,1,0,0
2020-07-31,WYOMING,115,0,115,0,0,0
2020-07-30,DOCCS,5863,605,4820,438,17,540
2020-07-30,ADIRONDACK,82,1,79,2,0,1
2020-07-30,ALBION,38,0,38,0,0,0
2020-07-30,ALTONA,33,0,33,0,0,0
2020-07-30,ATTICA,188,2,170,16,0,2
2020-07-30,AUBURN,122,0,122,0,0,0
2020-07-30,BARE HILL,85,1,75,9,0,0
2020-07-30,BEDFORD HILL,150,45,101,4,1,44
2020-07-30,CAPE VINCENT,33,0,33,0,0,0
2020-07-30,CAYUGA,104,0,103,1,0,0
2020-07-30,CLINTON,295,1,275,19,0,1
2020-07-30,COLLINS,100,1,99,0,0,1
2020-07-30,COXSACKIE,114,1,113,0,0,1
2020-07-30,DOWNSTATE,35,1,31,3,0,1
2020-07-30,EASTERN,154,24,122,8,1,20
2020-07-30,EDGECOMBE,3,0,3,0,0,0
2020-07-30,ELMIRA,178,0,178,0,0,0
2020-07-30,FISHKILL,478,103,288,87,5,82
2020-07-30,FIVE POINTS,128,0,124,4,0,0
2020-07-30,FRANKLIN,125,1,118,6,0,1
2020-07-30,GOUVERNEUR,70,0,69,1,0,0
2020-07-30,GOWANDA,123,1,122,0,0,1
2020-07-30,GREAT MEADOW,133,44,89,0,0,44
2020-07-30,GREEN HAVEN,468,74,251,143,3,53
2020-07-30,GREENE,126,1,119,6,0,1
2020-07-30,GROVELAND,76,0,76,0,0,0
2020-07-30,HALE CREEK,31,0,31,0,0,0
2020-07-30,HUDSON,26,0,26,0,0,0
2020-07-30,LAKEVIEW,1,0,1,0,0,0
2020-07-30,MARCY,160,8,148,4,0,8
2020-07-30,MIDSTATE,146,22,124,0,0,22
2020-07-30,MOHAWK,231,1,230,0,0,1
2020-07-30,MORIAH,0,0,0,0,0,0
2020-07-30,OGDENSBURG,18,0,18,0,0,0
2020-07-30,ORLEANS,58,0,55,3,0,0
2020-07-30,OTISVILLE,171,54,113,4,1,53
2020-07-30,QUEENSBORO,13,7,6,0,1,6
2020-07-30,RIVERVIEW,54,0,54,0,0,0
2020-07-30,ROCHESTER,0,0,0,0,0,0
2020-07-30,SHAWANGUNK,204,47,113,44,1,41
2020-07-30,SING SING,255,43,211,1,4,39
2020-07-30,SOUTHPORT,45,11,32,2,0,11
2020-07-30,SULLIVAN,118,25,92,1,0,25
2020-07-30,TACONIC,27,2,25,0,0,2
2020-07-30,ULSTER,109,15,94,0,0,15
2020-07-30,UPSTATE,27,0,27,0,0,0
2020-07-30,WALLKILL,182,39,75,68,0,34
2020-07-30,WASHINGTON,66,0,66,0,0,0
2020-07-30,WATERTOWN,34,0,34,0,0,0
2020-07-30,WENDE,192,30,161,1,0,30
2020-07-30,WILLARD,1,0,1,0,0,0
2020-07-30,WOODBOURNE,138,0,137,1,0,0
2020-07-30,WYOMING,115,0,115,0,0,0
2020-07-29,DOCCS,5860,604,4814,442,17,539
2020-07-29,ADIRONDACK,82,1,79,2,0,1
2020-07-29,ALBION,38,0,37,1,0,0
2020-07-29,ALTONA,33,0,33,0,0,0
2020-07-29,ATTICA,188,2,170,16,0,2
2020-07-29,AUBURN,122,0,122,0,0,0
2020-07-29,BARE HILL,85,0,75,10,0,0
2020-07-29,BEDFORD HILL,150,45,101,4,1,44
2020-07-29,CAPE VINCENT,33,0,33,0,0,0
2020-07-29,CAYUGA,104,0,103,1,0,0
2020-07-29,CLINTON,294,1,275,18,0,1
2020-07-29,COLLINS,99,1,98,0,0,1
2020-07-29,COXSACKIE,114,1,113,0,0,1
2020-07-29,DOWNSTATE,35,1,31,3,0,1
2020-07-29,EASTERN,154,24,122,8,1,20
2020-07-29,EDGECOMBE,3,0,3,0,0,0
2020-07-29,ELMIRA,178,0,178,0,0,0
2020-07-29,FISHKILL,478,103,288,87,5,82
2020-07-29,FIVE POINTS,128,0,124,4,0,0
2020-07-29,FRANKLIN,125,1,118,6,0,1
2020-07-29,GOUVERNEUR,70,0,69,1,0,0
2020-07-29,GOWANDA,123,1,122,0,0,1
2020-07-29,GREAT MEADOW,133,44,89,0,0,44
2020-07-29,GREEN HAVEN,468,74,251,143,3,53
2020-07-29,GREENE,126,1,119,6,0,1
2020-07-29,GROVELAND,76,0,76,0,0,0
2020-07-29,HALE CREEK,31,0,31,0,0,0
2020-07-29,HUDSON,26,0,26,0,0,0
2020-07-29,LAKEVIEW,1,0,1,0,0,0
2020-07-29,MARCY,160,8,148,4,0,8
2020-07-29,MIDSTATE,146,22,124,0,0,22
2020-07-29,MOHAWK,231,1,230,0,0,1
2020-07-29,MORIAH,0,0,0,0,0,0
2020-07-29,OGDENSBURG,18,0,18,0,0,0
2020-07-29,ORLEANS,58,0,55,3,0,0
2020-07-29,OTISVILLE,171,54,112,5,1,52
2020-07-29,QUEENSBORO,13,7,6,0,1,6
2020-07-29,RIVERVIEW,54,0,54,0,0,0
2020-07-29,ROCHESTER,0,0,0,0,0,0
2020-07-29,SHAWANGUNK,204,47,113,44,1,41
2020-07-29,SING SING,255,43,211,1,4,39
2020-07-29,SOUTHPORT,44,11,29,4,0,11
2020-07-29,SULLIVAN,118,25,92,1,0,25
2020-07-29,TACONIC,27,2,25,0,0,2
